Date,Account,Category,Subcategory,Note,CAD,Income/Expense,Description,Amount,Currency,Account
01/26/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/26/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/26/2025 8:06:53,Cash,🍜 Food,,Eggs breki,0.87,Expense,,0.6,USD,0.87
01/26/2025 8:06:53,Cash,🍜 Food,,Groceries for pasta split,3.97,Expense,,2.75,USD,3.97
01/26/2025 8:06:53,Card,🏠 Accommodation,,Isabela airbnb 2,22.5,Expense,,22.5,CAD,22.5
01/25/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/25/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/25/2025 19:41:30,Cash,🍜 Food,,Meh salchipapas,8.66,Expense,,6,USD,8.66
01/25/2025 19:34:34,Cash,👬🏻 Social Life,,Beer,5.78,Expense,,4,USD,5.78
01/25/2025 19:34:34,Cash,🍜 Food,,Lunch stuff,4.63,Expense,,3.2,USD,4.63
01/25/2025 19:34:34,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/24/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/24/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/24/2025 19:34:22,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/24/2025 19:28:47,Cash,🍜 Food,,Empanada,2.89,Expense,,2,USD,2.89
01/24/2025 18:25:13,Cash,🍜 Food,,Dinner stuff,4.12,Expense,,2.85,USD,4.12
01/24/2025 18:25:02,Cash,🍜 Food,,Cake,2.17,Expense,,1.5,USD,2.17
01/23/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/23/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/23/2025 19:34:16,Cash,🍜 Food,,Mid empanada,2.89,Expense,,2,USD,2.89
01/23/2025 19:34:16,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/22/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/22/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/22/2025 19:34:07,Cash,🍜 Food,,Fanta,1.8,Expense,,1.25,USD,1.8
01/22/2025 19:34:07,Cash,🍜 Food,,Not so great brownie,2.89,Expense,,2,USD,2.89
01/22/2025 19:34:07,Cash,🍜 Food,,6 Eggs (3 wasted),1.73,Expense,,1.2,USD,1.73
01/22/2025 19:34:07,Cash,🍜 Food,,Groceries for pasta split,3.68,Expense,,2.55,USD,3.68
01/22/2025 19:34:07,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/21/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/21/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/20/2025 22:00:00,Cash,🍜 Food,,Groceries for pasta split,3.68,Expense,,2.55,USD,3.68
01/20/2025 22:00:00,Cash,🍜 Food,,Helado,2.89,Expense,,2,USD,2.89
01/20/2025 22:00:00,Cash,🍜 Food,,Empanada,2.89,Expense,,2,USD,2.89
01/20/2025 22:00:00,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/20/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/20/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/20/2025 18:30:34,Cash,🍜 Food,,Groceries for pasta split,3.68,Expense,,2.55,USD,3.68
01/20/2025 18:30:34,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/19/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/19/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/19/2025 18:32:19,Cash,🌎 Adventure,,Isabela entrance fee,14.44,Expense,,10,USD,14.44
01/19/2025 18:32:19,Cash,🍜 Food,,4 eggs,1.44,Expense,,1,USD,1.44
01/19/2025 18:32:08,Cash,🍜 Food,,Crackers,3.61,Expense,,2.5,USD,3.61
01/19/2025 18:31:57,Cash,🍜 Food,,Empanadas,2.89,Expense,,2,USD,2.89
01/19/2025 18:31:45,Cash,🚖 Transport,,Taxi,2.89,Expense,,2,USD,2.89
01/19/2025 18:31:34,Cash,🚖 Transport,,Water taxis,2.89,Expense,,2,USD,2.89
01/19/2025 18:29:49,Card,🏠 Accommodation,,Isabela airbnb 1,22.7,Expense,,22.7,CAD,22.7
01/19/2025 13:55:26,Cash,🚖 Transport,,Isabela ferry,43.32,Expense,,30,USD,43.32
01/19/2025 11:03:04,Card,🍜 Food,,Almuerzo,8.66,Expense,,6,USD,8.66
01/18/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/18/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/18/2025 19:17:23,Cash,🍜 Food,,Mora + maracuyá icecream,1.44,Expense,,1,USD,1.44
01/18/2025 19:17:07,Cash,🍜 Food,,Empanada dinner,2.17,Expense,,1.5,USD,2.17
01/18/2025 13:55:26,Card,🌎 Adventure,,Gordon's rock dive,259.9,Expense,,180,USD,259.9
01/18/2025 13:55:26,Cash,🏠 Accommodation,,Hostal vista la mar,23.1,Expense,,16,USD,23.1
01/17/2025 22:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/17/2025 22:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
01/17/2025 21:00:00,Cash,🍜 Food,,5 eggs,1.44,Expense,,1,USD,1.44
01/17/2025 21:00:00,Card,🤑 Allowance,,Additional Galapagos budget,40,Income,,40,CAD,40
01/17/2025 14:47:51,Cash,👬🏻 Social Life,,Phone plan,21.66,Expense,,15,USD,21.66
01/17/2025 13:55:07,Cash,🏠 Accommodation,,Hostal vista la mar,23.1,Expense,,16,USD,23.1
01/17/2025 11:33:30,Card,🚖 Transport,,Bus from airport,7.22,Expense,,5,USD,7.22
01/17/2025 11:10:38,Cash,🌎 Adventure,,Galapagos entrance fee,288.77,Expense,,200,USD,288.77
01/17/2025 7:06:06,Card,🌎 Adventure,,Transit control,28.88,Expense,,20,USD,28.88
01/16/2025 21:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/19/2024 19:00:00,Card,🍜 Food,,Sandwich,10,Expense,,10,USD,10
12/19/2024 19:00:00,Card,🍜 Food,,Omlette,8,Expense,,8,USD,8
12/18/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/18/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/18/2024 16:26:05,Card,🚖 Transport,,The last mototaxi,11.16,Expense,,45,BRL,11.16
12/18/2024 16:24:35,Card,🍜 Food,,Pasteries,10.41,Expense,,42,BRL,10.41
12/18/2024 16:24:03,Card,🧘🏼 Health,,Dentist,63.23,Expense,,255,BRL,63.23
12/18/2024 16:23:45,Card,🎁 Gift,,Snack gifts,5.46,Expense,,22,BRL,5.46
12/18/2024 16:23:19,Card,🍜 Food,,Dinner stuff,5.21,Expense,,21,BRL,5.21
12/18/2024 16:22:49,Card,🎁 Gift,,Jewelry for krysia and aaron,8.18,Expense,,33,BRL,8.18
12/18/2024 16:22:39,Card,🧥 Apparel,,Crazy shorts,11.16,Expense,,45,BRL,11.16
12/18/2024 8:45:04,Card,🍜 Food,,Salgado,1.86,Expense,,7.5,BRL,1.86
12/18/2024 8:44:05,Card,🧥 Apparel,,3 skirts,29.75,Expense,,120,BRL,29.75
12/18/2024 8:43:55,Card,🧥 Apparel,,Biquini,14.88,Expense,,60,BRL,14.88
12/18/2024 8:43:36,Cash,🪑 Household,,Screen fix again,2.48,Expense,,10,BRL,2.48
12/18/2024 5:57:34,Cash,🚖 Transport,,Mototaxis,2.98,Expense,,12,BRL,2.98
12/18/2024 5:56:58,Card,🚖 Transport,,Mototaxi that brought me to the wrong place (the uber),2.98,Expense,,12,BRL,2.98
12/17/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/17/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/17/2024 17:28:38,Card,🏠 Accommodation,,Aquarela do leme,29.26,Expense,,118,BRL,29.26
12/17/2024 14:17:42,Card,🍜 Food,,Dinner,2.85,Expense,,11.5,BRL,2.85
12/17/2024 13:05:00,Card,🧥 Apparel,,Bikini bottom,4.96,Expense,,20,BRL,4.96
12/17/2024 13:04:38,Cash,🎁 Gift,,Cachaças for the boys,6.94,Expense,,28,BRL,6.94
12/17/2024 13:04:30,Card,🎁 Gift,,Weed thing for tom,4.46,Expense,,18,BRL,4.46
12/17/2024 13:04:20,Card,🧥 Apparel,,Skirt for mum,11.16,Expense,,45,BRL,11.16
12/17/2024 10:56:54,Card,🍜 Food,,Library lunch,10.07,Expense,,40.6,BRL,10.07
12/17/2024 10:05:48,Card,🚖 Transport,,Mototaxis,3.47,Expense,,14,BRL,3.47
12/17/2024 6:12:33,Cash,🚖 Transport,,Mototaxis,9.66,Expense,,39,BRL,9.66
12/16/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/16/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/16/2024 17:28:07,Card,🏠 Accommodation,,Aquarela do leme,29.26,Expense,,118,BRL,29.26
12/16/2024 14:44:30,Card,🍜 Food,,Dinner groceries,4.46,Expense,,18,BRL,4.46
12/16/2024 8:28:13,Card,🍜 Food,,Milkshake,4.96,Expense,,20,BRL,4.96
12/16/2024 6:54:06,Card,🎁 Gift,,Necklace for krysia,2.48,Expense,,10,BRL,2.48
12/16/2024 6:50:52,Card,🎁 Gift,,Weird head,49.1,Expense,,198,BRL,49.1
12/16/2024 2:26:34,Card,🍜 Food,,Açai,2.23,Expense,,9,BRL,2.23
12/16/2024 2:25:45,Card,🚖 Transport,,Mototaxis,9.66,Expense,,39,BRL,9.66
12/16/2024 2:25:53,Cash,🚖 Transport,,Vidigal mototaxi,1.74,Expense,,7,BRL,1.74
12/16/2024 1:59:06,Card,🚖 Transport,,Taxi to vidigal,2.98,Expense,,12,BRL,2.98
12/16/2024 1:58:42,Card,🌎 Adventure,,Dois irmãos entrance,2.73,Expense,,11,BRL,2.73
12/15/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/15/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/15/2024 16:50:45,Card,🍜 Food,,Fancy dinner,26.53,Expense,,107,BRL,26.53
12/15/2024 15:55:49,Card,🚖 Transport,,Favela mototaxi,2.48,Expense,,10,BRL,2.48
12/15/2024 15:55:49,Card,🏠 Accommodation,,Aquarela do leme,31.49,Expense,,127,BRL,31.49
12/15/2024 11:30:57,Card,🍜 Food,,Juices,4.46,Expense,,18,BRL,4.46
12/15/2024 11:30:41,Card,🍜 Food,,Mango,1.24,Expense,,5,BRL,1.24
12/15/2024 11:30:31,Card,🚖 Transport,,Mototaxis,5.95,Expense,,24,BRL,5.95
12/15/2024 11:30:12,Card,🪑 Household,,Bloody phone plan,11.16,Expense,,45,BRL,11.16
12/15/2024 11:29:57,Card,🎁 Gift,,Wallet for krysia,7.44,Expense,,30,BRL,7.44
12/15/2024 4:25:28,Card,🍜 Food,,Brownie snack,3.47,Expense,,14,BRL,3.47
12/14/2024 20:01:47,Card,👬🏻 Social Life,,Farina for favela entrance,2.23,Expense,,9,BRL,2.23
12/14/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/14/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/14/2024 15:55:13,Card,🚖 Transport,,Mototaxis,11.91,Expense,,48,BRL,11.91
12/14/2024 15:55:13,Card,🏠 Accommodation,,Aquarela do leme,31.49,Expense,,127,BRL,31.49
12/14/2024 13:13:32,Card,🚖 Transport,,Bus back to rio,23.93,Expense,,96.5,BRL,23.93
12/14/2024 8:30:07,Cash,🎁 Gift,,Pins,11.16,Expense,,45,BRL,11.16
12/14/2024 8:30:18,Cash,🪑 Household,,New screen protector,2.48,Expense,,10,BRL,2.48
12/14/2024 8:30:01,Card,🍜 Food,,Tapioca,3.72,Expense,,15,BRL,3.72
12/13/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/13/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/13/2024 14:53:59,Card,🍜 Food,,Crepe,5.46,Expense,,22,BRL,5.46
12/13/2024 7:02:57,Card,🍜 Food,,Yakisoba,8.68,Expense,,35,BRL,8.68
12/13/2024 7:02:57,Card,🍜 Food,,Açais,4.96,Expense,,20,BRL,4.96
12/13/2024 7:02:57,Card,🍜 Food,,Water,2.48,Expense,,10,BRL,2.48
12/13/2024 7:02:57,Card,🏠 Accommodation,,Arraial do cabo hostel,12.4,Expense,,50,BRL,12.4
12/12/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/12/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/12/2024 14:46:20,Card,🧥 Apparel,,Biquini top,11.16,Expense,,45,BRL,11.16
12/12/2024 14:46:10,Card,🧥 Apparel,,Biquini bottoms,3.97,Expense,,16,BRL,3.97
12/12/2024 14:45:56,Card,🍜 Food,,Dinner groceries,9.92,Expense,,40,BRL,9.92
12/12/2024 8:40:51,Card,🍜 Food,,Breakfast lunch,7.19,Expense,,29,BRL,7.19
12/12/2024 8:40:42,Card,🏠 Accommodation,,Arraial do cabo hostel,10.41,Expense,,42,BRL,10.41
12/11/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/11/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/11/2024 14:11:24,Card,🏠 Accommodation,,Arraial do cabo hostel,10.41,Expense,,42,BRL,10.41
12/11/2024 14:11:15,Card,🍜 Food,,Bus food,10.66,Expense,,43,BRL,10.66
12/11/2024 14:11:04,Card,🚖 Transport,,Bus to arraial do cabo,30.25,Expense,,122,BRL,30.25
12/11/2024 5:59:20,Card,🚖 Transport,,Bus to rio,31.12,Expense,,125.5,BRL,31.12
12/11/2024 5:59:03,Card,🚖 Transport,,Uber to bus,7.44,Expense,,30,BRL,7.44
12/10/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/10/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/10/2024 10:27:22,Card,🍜 Food,,Lunch with maria,11.65,Expense,,47,BRL,11.65
12/10/2024 6:50:43,Card,🚖 Transport,,City bus,1.24,Expense,,5,BRL,1.24
12/10/2024 6:21:15,Card,💄 Beauty,,Lotion containers,4.22,Expense,,17,BRL,4.22
12/10/2024 6:21:15,Card,🏠 Accommodation,,O de casa hostel,20.83,Expense,,84,BRL,20.83
12/10/2024 2:32:03,Card,🍜 Food,,Pizza,4.96,Expense,,20,BRL,4.96
12/10/2024 2:31:57,Card,🚖 Transport,,Uber,4.96,Expense,,20,BRL,4.96
12/10/2024 2:31:41,Card,🍜 Food,,Guarana,1.74,Expense,,7,BRL,1.74
12/09/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/09/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/09/2024 11:19:25,Card,🍜 Food,,Bento box,18.84,Expense,,76,BRL,18.84
12/09/2024 11:19:25,Card,🎁 Gift,,Patches!,4.96,Expense,,20,BRL,4.96
12/09/2024 11:19:08,Card,🍜 Food,,Expensive fruit (but good),10.91,Expense,,44,BRL,10.91
12/09/2024 11:18:51,Card,🧥 Apparel,,Calcinhas,4.46,Expense,,18,BRL,4.46
12/09/2024 7:24:44,Card,🏠 Accommodation,,O de casa hostel,24.8,Expense,,100,BRL,24.8
12/09/2024 6:21:01,Card,🍜 Food,,Salgado,1.74,Expense,,7,BRL,1.74
12/09/2024 6:20:53,Cash,🚖 Transport,,City bus,1.12,Expense,,4.5,BRL,1.12
12/09/2024 3:22:44,Card,🚖 Transport,,Ubers,10.66,Expense,,43,BRL,10.66
12/09/2024 2:43:56,Card,🍜 Food,,Ramen,16.07,Expense,,64.8,BRL,16.07
12/08/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/08/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/08/2024 14:28:57,Card,🚖 Transport,,Taxi (not moto 😴),3.1,Expense,,12.5,BRL,3.1
12/08/2024 14:10:29,Card,💄 Beauty,,Cream,6.45,Expense,,26,BRL,6.45
12/08/2024 7:24:27,Card,🏠 Accommodation,,O de casa hostel,24.8,Expense,,100,BRL,24.8
12/08/2024 6:48:16,Card,🍜 Food,,Bus lunch,14.88,Expense,,60,BRL,14.88
12/07/2024 19:00:00,Card,🚖 Transport,,Bus to SP,54.05,Expense,,218,BRL,54.05
12/07/2024 19:00:00,Card,🚖 Transport,,Mototaxi,1.86,Expense,,7.5,BRL,1.86
12/07/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/07/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/07/2024 7:52:37,Card,✒️ Tattoo,,Old style scuba diver,166.38,Expense,,671,BRL,166.38
12/07/2024 7:51:18,Card,🚖 Transport,,Mototaxis,7.2,Expense,,29,BRL,7.2
12/07/2024 7:51:10,Card,🏠 Accommodation,,Bh hostel,17.36,Expense,,70,BRL,17.36
12/06/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/06/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/06/2024 17:03:14,Card,🍜 Food,,Mercado snacks,3.72,Expense,,15,BRL,3.72
12/06/2024 17:02:55,Card,🍜 Food,,Groceries for lunch and breakfast,9.42,Expense,,38,BRL,9.42
12/06/2024 3:19:40,Card,🍜 Food,,Late late dinner,13.89,Expense,,56,BRL,13.89
12/06/2024 0:45:49,Card,🧥 Apparel,,KTG rash guard,39.67,Expense,,160,BRL,39.67
12/06/2024 0:45:49,Card,🚖 Transport,,Mototaxi,1.36,Expense,,5.5,BRL,1.36
12/06/2024 0:45:25,Card,🏠 Accommodation,,Bh hostel,17.36,Expense,,70,BRL,17.36
12/05/2024 19:00:00,Card,🎁 Gift,,Lost my Lil wallet ding dong,4.96,Expense,,20,BRL,4.96
12/05/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/05/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/05/2024 14:53:28,Card,🍜 Food,,Bus food,7.19,Expense,,29,BRL,7.19
12/05/2024 14:52:58,Card,🚖 Transport,,Taxi to rio bus terminal,12.89,Expense,,52,BRL,12.89
12/05/2024 7:56:20,Card,🍜 Food,,Açai,4.96,Expense,,20,BRL,4.96
12/05/2024 7:01:59,Card,🍜 Food,,Breakfast,12.4,Expense,,50,BRL,12.4
12/05/2024 6:14:07,Card,🚖 Transport,,Bus to BH,67.79,Expense,,273.4,BRL,67.79
12/05/2024 6:14:07,Card,🌎 Adventure,,Surf rental,18.1,Expense,,73,BRL,18.1
12/04/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/04/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/04/2024 12:04:21,Card,🍜 Food,,Groceries,9.92,Expense,,40,BRL,9.92
12/04/2024 5:45:19,Card,🍜 Food,,Shit breakfast,8.93,Expense,,36,BRL,8.93
12/04/2024 5:06:36,Card,🌎 Adventure,,Surf rental,18.1,Expense,,73,BRL,18.1
12/04/2024 5:06:36,Card,🏠 Accommodation,,Long board paradise,19.34,Expense,,78,BRL,19.34
12/03/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/03/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/03/2024 6:13:24,Card,🍜 Food,,Good lunch,7.44,Expense,,30,BRL,7.44
12/03/2024 6:13:24,Card,🍜 Food,,Açai,6.69,Expense,,27,BRL,6.69
12/03/2024 6:13:24,Card,🌎 Adventure,,Surf rental,18.1,Expense,,73,BRL,18.1
12/03/2024 5:06:01,Card,🏠 Accommodation,,Long board paradise,19.34,Expense,,78,BRL,19.34
12/02/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/02/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/02/2024 10:53:09,Card,🍜 Food,,Churrasco,3.47,Expense,,14,BRL,3.47
12/02/2024 10:53:09,Card,🍜 Food,,Almoço exectivo,5.46,Expense,,22,BRL,5.46
12/02/2024 9:43:27,Card,🌎 Adventure,,Surf board rental (2hrs),17.36,Expense,,70,BRL,17.36
12/02/2024 9:43:20,Card,🍜 Food,,Açai,3.22,Expense,,13,BRL,3.22
12/02/2024 4:21:55,Card,🏠 Accommodation,,Long board paradise,19.09,Expense,,77,BRL,19.09
12/01/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
12/01/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
12/01/2024 16:02:07,Card,🍜 Food,,Espentinhos dinner,4.96,Expense,,20,BRL,4.96
12/01/2024 11:30:22,Card,🚖 Transport,,Mototaxi to recreio,12.89,Expense,,52,BRL,12.89
12/01/2024 8:14:29,Card,🍜 Food,,Chips,2.98,Expense,,12,BRL,2.98
12/01/2024 8:14:29,Card,🍜 Food,,Bus food,3.97,Expense,,16,BRL,3.97
12/01/2024 4:21:40,Card,🏠 Accommodation,,Long board paradise,19.09,Expense,,77,BRL,19.09
12/01/2024 4:21:27,Card,🚖 Transport,,Bus to rio,23.56,Expense,,95,BRL,23.56
11/30/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/30/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/30/2024 17:38:28,Card,👬🏻 Social Life,,Jorge amado drink,4.96,Expense,,20,BRL,4.96
11/30/2024 17:38:11,Card,🍜 Food,,Peixe grelhado dinner,9.92,Expense,,40,BRL,9.92
11/30/2024 11:06:41,Card,🍜 Food,,Açai,4.71,Expense,,19,BRL,4.71
11/30/2024 11:01:41,Card,🏠 Accommodation,,Hostel paraty,10.41,Expense,,42,BRL,10.41
11/30/2024 10:42:14,Card,🍜 Food,,Water bottle,2.23,Expense,,9,BRL,2.23
11/30/2024 10:41:50,Card,🎁 Gift,,Cachaça bottle,2.98,Expense,,12,BRL,2.98
11/30/2024 10:41:13,Card,🍜 Food,,Breakie and lunch sandwiches,6.69,Expense,,27,BRL,6.69
11/30/2024 10:40:59,Cash,🍜 Food,,Pear,0.64,Expense,,2.6,BRL,0.64
11/30/2024 10:40:03,Cash,🚖 Transport,,Van to waterfalls,2.48,Expense,,10,BRL,2.48
11/30/2024 10:40:25,Card,🍜 Food,,Pão de mel,1.49,Expense,,6,BRL,1.49
11/30/2024 10:39:47,Card,🍜 Food,,Mango,0.57,Expense,,2.3,BRL,0.57
11/29/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/29/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/29/2024 18:24:54,Card,🍜 Food,,Lunch wrap,6.45,Expense,,26,BRL,6.45
11/29/2024 18:24:44,Card,🍜 Food,,Icecream,5.7,Expense,,23,BRL,5.7
11/29/2024 18:24:27,Card,🍜 Food,,Self service dinner,9.05,Expense,,36.5,BRL,9.05
11/29/2024 11:01:31,Card,🏠 Accommodation,,Paraty hostel,10.41,Expense,,42,BRL,10.41
11/29/2024 11:01:18,Card,🚖 Transport,,Bus to paraty,5.7,Expense,,23,BRL,5.7
11/29/2024 5:28:57,Card,🚖 Transport,,Ferry off ilha grande,5.08,Expense,,20.5,BRL,5.08
11/28/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/28/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/28/2024 15:44:33,Card,🍜 Food,,Groceries,6.2,Expense,,25,BRL,6.2
11/28/2024 15:44:26,Card,🍜 Food,,Açai,3.97,Expense,,16,BRL,3.97
11/28/2024 12:19:57,Card,🍜 Food,,Food for tour,10.17,Expense,,41,BRL,10.17
11/28/2024 12:19:57,Card,🌎 Adventure,,Boat tour to little islands,37.19,Expense,,150,BRL,37.19
11/28/2024 12:19:57,Card,🏠 Accommodation,,Cute hostel on ilha grande,20.33,Expense,,82,BRL,20.33
11/28/2024 5:00:30,Card,🌎 Adventure,,Snorkel rental,8.68,Expense,,35,BRL,8.68
11/27/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/27/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/27/2024 12:19:47,Card,🍜 Food,,Dinner stuff,4.67,Expense,,13,PEN,4.67
11/27/2024 12:19:47,Card,🚖 Transport,,Boat back to abraãos,12.4,Expense,,50,BRL,12.4
11/27/2024 12:19:47,Card,🍜 Food,,Snacks,2.98,Expense,,12,BRL,2.98
11/27/2024 12:19:47,Card,🏠 Accommodation,,Cute hostel on ilha grande,22.32,Expense,,90,BRL,22.32
11/26/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/26/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/26/2024 18:06:26,Card,🍜 Food,,Dinner,10.91,Expense,,44,BRL,10.91
11/26/2024 18:06:17,Card,🍜 Food,,Mango,0.99,Expense,,4,BRL,0.99
11/26/2024 12:19:28,Cash,🚖 Transport,,Boat to ilha grande,12.4,Expense,,50,BRL,12.4
11/26/2024 6:46:28,Card,💄 Beauty,,Deodorant + tampons,7.69,Expense,,31,BRL,7.69
11/26/2024 6:46:21,Card,🍜 Food,,Breakfast,2.73,Expense,,11,BRL,2.73
11/26/2024 6:44:23,Card,🏠 Accommodation,,Cute hostel on ilha grande,22.32,Expense,,90,BRL,22.32
11/26/2024 6:44:07,Card,🚖 Transport,,Bus to ilha grande boat,17.73,Expense,,71.5,BRL,17.73
11/26/2024 3:43:46,Card,🚖 Transport,,Mototaxi to bus,4.12,Expense,,16.6,BRL,4.12
11/26/2024 3:43:46,Card,🍜 Food,,Dinner,11.65,Expense,,47,BRL,11.65
11/25/2024 19:00:00,Cash,🤑 Allowance,,Additional Brazil budget,20,Income,,20,CAD,20
11/25/2024 19:00:00,Card,🤑 Allowance,,,60,Income,,60,CAD,60
11/25/2024 12:19:08,Card,🧥 Apparel,,Tank top,3.97,Expense,,16,BRL,3.97
11/25/2024 12:02:37,Card,🍜 Food,,Choc,1.49,Expense,,6,BRL,1.49
11/25/2024 12:02:37,Card,💄 Beauty,,Laser session 2,34.71,Expense,,140,BRL,34.71
11/25/2024 10:55:14,Card,🚖 Transport,,Mototaxis,3.96,Expense,,16,BRL,3.96
11/25/2024 10:54:50,Card,🍜 Food,,Self service lunch,10.41,Expense,,42,BRL,10.41
